hour,distance_km,route_deviation_m,unexpected_stop_s,nearby_safe_zone_count,nearby_police_or_hospital,community_reports_nearby,is_weekend,safety_score,high_risk
18,3.81,174.2,2.9,3,0,1,0,93.8,0
16,1.22,14.1,6.1,2,0,1,0,94.4,0
22,4.68,58.6,0.3,3,1,0,0,86.4,0
23,1.5,36.2,27.6,5,0,0,1,62.6,1
16,0.77,6.9,5.1,4,0,2,0,100.0,0
8,4.14,41.0,0.3,1,1,1,0,80.8,0
14,5.35,3.6,4.8,3,0,0,0,100.0,0
10,6.88,81.1,15.8,1,1,0,0,100.0,0
15,6.33,6.0,8.9,1,0,0,0,100.0,0
19,6.9,40.0,18.9,5,1,3,1,79.5,0
8,6.15,33.3,11.3,2,1,1,1,98.2,0
12,5.71,191.5,8.6,1,1,0,0,97.6,0
1,0.38,39.4,15.9,2,1,0,0,75.8,0
17,5.12,19.6,30.6,2,0,0,0,100.0,0
11,1.23,68.4,2.1,1,0,0,0,94.8,0
11,0.75,7.2,8.2,0,1,0,0,97.5,0
12,1.5,31.6,4.0,3,0,1,0,90.1,0
5,6.64,20.8,37.7,0,1,1,0,83.4,0
14,6.03,373.5,8.4,3,0,0,0,84.6,0
17,7.61,12.9,17.7,0,0,0,1,96.6,0
8,7.84,183.3,6.8,1,1,2,0,78.2,0
3,7.18,9.6,3.7,3,0,1,1,67.1,1
9,1.32,29.6,3.5,2,1,3,0,78.8,0
4,7.06,12.0,14.5,0,0,1,0,44.7,1
8,6.76,76.6,5.8,0,0,0,0,78.3,0
15,7.01,103.8,13.6,0,1,1,1,74.1,0
2,1.47,16.1,22.2,1,1,3,1,41.8,1
17,1.2,63.9,10.6,2,1,0,1,100.0,0
5,7.41,72.1,6.1,1,0,0,0,100.0,0
21,1.64,34.1,16.0,2,0,1,0,75.4,0
17,3.14,58.2,5.6,0,0,1,0,85.9,0
6,3.81,38.3,29.1,2,0,0,1,89.3,0
13,1.26,136.2,5.0,3,0,0,1,95.3,0
2,0.46,19.9,18.0,1,1,0,0,71.8,0
2,7.95,9.8,25.7,5,0,2,1,52.2,1
22,7.05,71.7,119.5,6,1,0,0,90.1,0
19,7.33,42.8,12.0,4,0,1,1,67.9,0
3,2.49,80.3,38.4,4,0,0,0,83.9,0
6,1.99,10.7,7.3,2,0,1,0,100.0,0
4,3.58,43.5,0.3,1,0,2,0,48.9,1
9,3.79,1.6,0.5,3,0,0,0,100.0,0
6,0.34,30.2,12.0,0,1,0,0,100.0,0
7,6.3,31.9,14.3,1,0,1,1,87.0,0
12,7.97,37.8,10.7,0,0,2,1,61.4,1
4,4.37,70.7,6.1,6,0,0,0,89.4,0
21,3.29,0.4,17.3,6,0,0,0,100.0,0
17,3.32,255.0,3.0,2,1,0,0,100.0,0
18,1.04,48.8,44.9,0,1,2,1,91.3,0
4,2.35,159.0,4.2,0,0,0,0,70.5,0
16,4.17,23.7,46.4,6,0,0,0,100.0,0
20,3.63,12.8,23.0,2,0,2,1,64.5,1
4,4.5,12.9,13.4,2,1,0,1,81.3,0
18,6.84,86.1,0.7,0,1,1,0,100.0,0
8,2.03,10.7,21.8,1,1,2,0,100.0,0
18,0.51,88.3,20.3,4,1,2,1,100.0,0
11,0.59,2.1,1.5,1,1,2,1,95.3,0
19,1.33,69.9,56.3,3,1,2,0,74.1,0
3,4.69,6.3,10.5,3,1,0,1,91.2,0
9,6.52,68.4,0.3,2,1,0,0,100.0,0
6,7.13,5.1,15.5,2,0,0,1,100.0,0
5,5.19,6.3,21.4,2,0,1,0,90.7,0
7,3.4,88.5,37.2,4,0,0,0,100.0,0
9,1.49,105.7,29.4,3,0,1,1,100.0,0
3,3.39,49.7,20.8,1,0,2,0,40.0,1
16,2.86,38.8,7.0,3,0,0,1,89.7,0
13,7.0,45.7,0.2,3,1,1,0,100.0,0
19,4.05,67.0,6.3,4,1,1,0,97.8,0
16,2.04,23.2,8.6,2,1,0,0,94.3,0
3,2.52,21.1,8.8,1,0,1,0,61.1,1
1,1.35,137.8,22.8,1,0,2,1,44.6,1
10,7.37,74.5,78.8,0,1,1,0,88.3,0
11,0.69,25.6,5.2,1,0,1,1,76.2,0
5,0.4,10.2,139.9,4,1,0,0,100.0,0
18,1.71,72.9,43.0,2,0,1,0,85.7,0
13,6.54,114.5,2.5,3,1,3,0,79.4,0
17,4.33,75.4,40.5,2,0,1,0,91.5,0
2,5.12,76.2,7.5,1,1,0,0,73.1,0
19,3.05,48.3,23.4,4,0,1,0,94.1,0
4,0.83,1.7,20.0,5,1,2,0,78.8,0
10,6.89,3.7,46.5,5,0,0,0,100.0,0
10,1.78,7.4,31.4,0,1,0,0,100.0,0
19,0.55,17.3,13.7,4,0,0,1,89.2,0
6,4.71,87.2,11.2,1,1,2,0,83.6,0
5,0.94,7.6,6.9,1,1,2,0,92.3,0
8,1.04,4.6,12.2,2,0,0,0,100.0,0
8,6.46,16.1,20.5,3,1,0,0,100.0,0
4,4.09,12.9,4.1,3,1,2,1,71.4,0
4,2.16,46.6,2.2,1,1,1,0,56.6,1
5,2.98,3.1,14.9,0,0,0,0,100.0,0
11,5.92,30.4,50.5,1,0,0,0,89.8,0
8,0.81,137.5,9.6,4,1,1,1,100.0,0
9,1.2,65.1,12.1,1,1,1,0,100.0,0
17,5.05,195.7,2.5,3,0,0,1,95.2,0
5,4.97,78.2,6.8,4,0,1,0,95.8,0
21,7.79,19.7,27.4,1,1,1,0,90.3,0
18,3.18,90.3,48.4,3,1,0,1,100.0,0
4,0.8,97.8,11.7,4,0,1,0,68.4,0
7,4.44,63.5,1.1,3,1,0,0,100.0,0
4,5.22,90.1,3.4,2,1,0,1,83.7,0
6,1.37,170.8,1.4,1,1,1,0,96.4,0
8,4.56,42.0,15.2,2,0,0,0,99.2,0
3,1.82,6.7,66.7,1,0,1,1,41.7,1
0,6.8,30.1,9.5,1,1,0,0,70.9,0
10,6.73,7.3,18.8,1,1,0,0,100.0,0
16,3.61,248.7,1.0,3,1,0,1,98.5,0
7,7.74,7.1,9.6,1,1,1,1,83.6,0
20,7.84,16.3,11.8,1,0,0,0,93.6,0
8,1.3,58.4,9.2,3,1,0,0,100.0,0
21,3.13,86.6,0.7,3,0,0,0,100.0,0
5,4.92,92.3,24.3,3,0,0,0,100.0,0
12,0.95,55.6,64.1,3,1,0,0,100.0,0
18,3.25,11.0,19.0,1,1,0,0,100.0,0
1,2.31,34.7,14.2,2,1,1,0,66.3,1
22,7.63,145.6,6.1,5,0,0,0,68.8,0
8,3.47,43.5,29.1,1,1,1,0,100.0,0
11,6.17,0.8,19.0,2,0,0,1,100.0,0
15,3.28,46.2,34.1,4,1,0,0,100.0,0
15,1.31,1.7,30.4,5,1,0,0,100.0,0
0,6.95,52.3,28.8,2,1,0,1,49.2,1
20,0.3,254.0,3.6,2,1,0,0,100.0,0
14,0.73,42.6,44.4,5,0,1,0,100.0,0
23,3.11,56.0,8.5,1,0,0,0,85.6,0
11,5.59,82.7,5.6,1,0,2,0,76.7,0
14,2.93,19.4,43.0,1,0,0,0,99.0,0
10,0.81,6.4,7.6,4,1,1,0,100.0,0
21,2.75,61.7,8.6,4,0,0,0,100.0,0
19,2.19,24.7,30.9,6,1,2,0,95.4,0
21,0.34,53.1,2.4,2,0,0,1,85.2,0
12,4.42,24.8,39.0,3,0,0,1,100.0,0
18,1.2,145.8,4.1,3,1,1,0,100.0,0
8,2.51,49.5,26.2,4,0,1,0,96.0,0
11,5.24,56.5,16.3,1,1,0,0,98.5,0
18,5.88,7.8,3.7,2,0,1,0,68.5,0
1,2.33,34.2,15.1,1,1,1,1,62.0,1
17,2.83,67.3,16.9,3,0,2,0,81.7,0
0,2.2,40.1,26.6,4,0,3,0,51.4,1
13,7.67,18.8,62.7,2,1,2,0,74.3,0
11,1.77,78.0,23.8,2,0,2,0,92.1,0
11,1.71,176.0,2.3,2,1,0,0,100.0,0
11,3.73,11.8,13.7,2,0,0,0,100.0,0
11,1.76,81.6,6.6,1,0,2,1,73.6,0
9,1.51,1.0,41.8,4,0,2,1,82.1,0
10,1.04,4.0,6.0,1,0,1,0,95.8,0
13,5.23,89.6,36.6,1,1,0,0,93.9,0
18,5.01,2.6,7.3,2,1,0,0,100.0,0
13,5.31,3.1,6.0,5,0,0,0,100.0,0
15,6.25,24.1,25.7,1,1,0,1,100.0,0
20,2.81,81.2,31.5,3,1,2,0,83.7,0
23,7.37,0.3,7.9,2,0,1,1,31.7,1
2,5.95,87.0,16.6,1,0,0,0,56.5,1
17,6.5,192.5,5.2,2,0,0,0,97.3,0
5,5.85,30.8,33.3,2,1,0,0,100.0,0
4,3.06,72.7,19.7,2,1,1,1,65.1,1
19,2.48,178.3,8.9,2,1,0,0,100.0,0
1,3.55,4.5,31.7,1,0,0,0,80.4,0
20,1.05,85.6,34.7,2,0,1,0,78.4,0
18,3.77,9.1,2.7,3,0,2,0,91.5,0
23,0.63,58.5,17.6,2,0,1,0,63.6,1
16,0.33,40.5,16.9,3,0,1,0,92.9,0
20,7.47,10.3,5.1,1,1,0,0,79.5,0
2,5.61,10.4,20.9,2,0,0,1,56.3,1
21,4.63,120.3,8.0,2,1,2,0,78.7,0
3,2.93,17.4,35.1,1,0,0,1,59.4,1
7,4.69,70.2,23.9,1,1,0,0,94.3,0
3,7.17,6.2,40.9,3,1,1,0,60.0,1
9,5.32,101.0,19.0,1,0,0,1,84.4,0
17,4.94,29.1,34.3,1,0,1,1,87.0,0
6,3.84,75.2,2.4,1,1,1,0,87.8,0
19,2.96,29.2,5.9,1,0,1,0,63.7,1
14,5.68,8.1,11.1,0,1,0,0,94.6,0
15,7.85,143.8,0.3,2,1,2,0,59.7,1
22,3.57,1.4,70.1,3,1,1,0,62.1,1
10,3.32,135.5,17.7,2,0,1,0,77.8,0
8,3.6,50.2,40.0,0,0,1,0,75.6,0
23,3.58,39.1,2.3,2,0,2,0,51.1,1
13,7.93,129.0,10.0,2,0,1,1,92.6,0
14,5.74,62.8,42.6,1,0,0,0,98.0,0
7,3.07,252.8,7.8,2,1,0,0,100.0,0
5,3.16,132.8,2.9,2,1,1,0,100.0,0
4,3.62,82.0,19.0,3,1,0,0,81.4,0
5,0.58,51.4,13.2,2,0,1,1,92.1,0
4,4.36,132.9,3.7,1,0,0,0,48.4,1
17,6.55,27.6,35.0,0,1,1,0,100.0,0
1,5.39,4.9,22.5,1,1,1,1,51.4,1
15,1.83,6.2,82.5,0,0,0,0,88.3,0
22,5.91,114.9,6.4,0,1,1,0,51.4,1
18,5.84,38.1,30.3,1,0,1,0,84.8,0
9,2.32,59.9,38.3,1,0,0,0,76.8,0
1,5.1,11.6,33.8,1,1,1,0,68.7,0
20,5.0,28.5,18.0,5,1,0,1,100.0,0
0,6.77,189.2,35.8,3,0,1,0,49.4,1
16,1.35,44.4,11.5,2,1,0,0,100.0,0
16,1.8,22.7,10.3,2,1,1,0,100.0,0
4,4.04,4.2,6.5,1,1,1,0,65.9,1
17,0.64,20.7,24.5,5,0,2,0,93.6,0
4,3.5,56.1,113.7,2,0,2,0,34.7,1
5,6.37,46.2,17.3,2,0,1,0,88.4,0
19,1.45,37.0,10.0,2,0,0,0,73.4,0
23,3.84,122.8,0.7,2,0,1,0,51.4,1
6,7.92,38.1,8.9,0,1,0,0,100.0,0
22,4.2,11.6,6.5,1,1,1,0,53.8,1
21,4.14,21.6,35.2,2,1,4,0,83.5,0
18,4.6,93.4,17.6,1,0,0,1,100.0,0
3,1.73,4.2,3.2,2,0,2,0,55.3,1
7,1.43,143.0,20.0,1,0,1,0,96.5,0
16,5.52,37.6,16.7,3,0,1,0,86.3,0
23,3.35,78.6,0.7,0,0,0,1,48.9,1
19,2.53,316.6,2.0,3,0,2,0,49.5,1
10,0.54,56.1,35.6,2,1,2,0,99.3,0
5,6.81,32.8,1.7,0,0,0,0,85.4,0
23,0.55,2.3,2.9,3,0,0,1,62.5,1
6,6.07,34.7,17.6,1,0,1,0,83.4,0
8,3.24,44.1,45.7,3,0,1,0,84.7,0
23,4.91,24.8,6.1,3,0,0,1,68.5,0
13,2.21,60.2,15.0,4,0,0,0,97.9,0
6,1.5,4.4,23.0,3,1,1,0,100.0,0
0,4.41,116.7,7.6,2,0,0,0,77.4,0
10,5.66,53.3,29.4,3,1,0,0,100.0,0
23,1.81,34.1,34.2,2,1,1,1,66.4,1
10,3.66,29.8,16.8,4,1,1,0,100.0,0
16,3.72,71.8,63.4,2,0,0,0,91.3,0
6,1.96,62.5,3.0,0,1,1,1,99.3,0
18,4.65,5.0,30.0,0,1,1,0,100.0,0
18,1.42,73.6,6.6,2,0,2,0,70.2,0
14,4.23,4.5,40.5,3,0,1,1,92.6,0
18,1.17,30.7,15.1,6,1,1,1,100.0,0
13,4.04,25.4,19.8,1,0,0,1,90.6,0
9,2.7,42.9,1.8,1,0,0,0,100.0,0
17,3.78,72.3,21.4,2,0,4,1,72.2,0
20,3.64,54.5,4.0,3,0,0,0,84.0,0
20,7.29,5.7,34.6,2,0,1,0,83.0,0
5,4.07,99.2,20.0,3,0,0,0,100.0,0
16,6.6,97.8,5.3,1,1,1,0,95.9,0
0,2.04,53.6,15.4,4,1,1,0,74.8,0
13,3.01,14.4,32.6,4,1,1,1,94.7,0
13,0.88,12.8,13.1,0,0,0,0,94.3,0
8,3.54,167.2,45.5,2,0,1,0,79.6,0
23,5.45,10.3,13.0,1,1,0,0,81.2,0
21,6.75,54.9,0.2,2,0,1,0,73.1,0
0,4.66,165.6,22.2,1,1,0,0,76.0,0
5,5.23,20.3,6.0,0,0,0,0,84.2,0
4,1.66,10.1,30.1,6,0,3,1,50.1,1
21,0.59,20.4,9.2,1,0,0,0,88.2,0
12,6.4,106.5,49.5,2,0,0,1,84.4,0
17,1.59,126.1,6.4,1,0,0,0,100.0,0
19,1.0,29.1,27.0,3,0,1,0,88.7,0
18,7.52,46.0,25.1,4,0,1,0,100.0,0
2,7.72,153.0,6.4,2,0,0,1,40.3,1
3,5.05,14.1,26.9,0,0,1,0,50.2,1
9,3.22,34.2,1.9,1,1,0,0,100.0,0
8,6.72,76.0,8.6,3,1,1,1,92.0,0
17,1.88,182.8,37.6,2,1,2,1,84.2,0
3,3.61,153.2,2.2,0,0,0,0,76.3,0
8,3.05,49.1,21.8,1,1,2,0,70.4,0
5,7.33,26.1,1.6,4,0,0,0,100.0,0
4,7.38,72.3,8.9,1,0,0,0,65.9,1
4,5.31,8.9,23.2,1,0,1,0,53.8,1
4,1.15,295.9,3.3,7,0,0,0,77.2,0
13,4.01,18.4,20.5,3,1,3,1,89.2,0
9,2.19,47.9,1.0,4,1,1,0,100.0,0
10,7.11,0.7,0.2,1,0,0,0,100.0,0
11,1.37,33.9,8.2,0,0,1,0,80.7,0
17,0.72,42.5,0.2,3,1,2,0,92.8,0
20,5.72,24.7,14.5,3,1,0,0,100.0,0
12,3.79,42.2,9.5,1,0,0,0,92.9,0
15,6.76,7.7,5.3,0,1,1,1,97.0,0
17,0.87,50.7,7.6,2,1,1,0,100.0,0
16,6.47,118.7,7.4,1,0,0,1,84.7,0
3,0.59,18.0,1.5,4,0,0,0,72.6,0
23,0.52,151.5,3.6,4,1,1,0,73.0,0
3,3.85,24.0,5.4,3,0,3,1,54.5,1
9,2.0,26.0,10.6,2,0,0,0,100.0,0
15,4.87,43.7,27.9,2,1,0,0,100.0,0
9,0.5,36.7,36.2,0,0,0,0,100.0,0
5,0.57,48.7,11.9,4,0,0,0,100.0,0
22,5.9,116.4,7.4,4,0,0,0,70.3,0
1,1.92,106.6,7.9,1,0,3,0,30.6,1
5,5.35,16.6,20.4,2,1,1,0,100.0,0
23,6.07,32.2,4.9,2,1,1,1,60.8,1
17,0.76,123.2,43.4,1,0,0,0,100.0,0
2,6.23,3.5,40.7,2,1,0,0,70.6,0
18,2.37,10.9,78.7,1,0,0,0,100.0,0
23,3.3,4.8,5.3,4,1,0,1,81.6,0
2,0.97,25.8,33.4,3,1,0,0,75.1,0
9,6.76,27.1,97.4,2,1,0,1,99.3,0
11,4.62,0.4,13.5,3,0,1,0,91.3,0
3,4.19,66.8,15.0,2,0,0,0,62.8,1
4,7.76,141.2,0.1,2,1,2,1,61.7,1
4,2.88,35.0,66.5,4,0,1,0,73.2,0
4,7.16,9.9,11.8,1,0,2,0,45.9,1
9,5.84,134.3,141.2,2,0,0,0,85.2,0
11,7.45,110.9,1.5,3,1,1,1,100.0,0
5,7.29,46.8,26.0,3,1,1,0,100.0,0
6,7.93,3.1,1.4,2,0,0,1,100.0,0
4,1.31,43.2,9.8,3,0,1,0,49.8,1
19,6.43,34.1,18.4,3,0,0,0,72.0,0
5,6.49,68.5,22.5,3,1,0,1,100.0,0
21,5.26,145.6,5.4,1,0,0,1,87.4,0
12,2.45,62.7,10.9,2,0,0,0,88.6,0
19,7.73,120.3,15.9,7,1,1,1,100.0,0
15,1.87,124.3,15.1,1,1,0,0,96.3,0
6,4.15,72.5,10.8,1,1,1,0,90.5,0
14,4.32,52.5,2.0,0,1,2,0,87.7,0
6,1.55,0.3,35.9,2,0,2,1,69.6,0
2,5.86,38.8,1.9,2,1,1,0,72.2,0
6,0.98,14.0,43.2,3,0,3,0,72.1,0
6,5.64,24.7,83.9,5,1,1,0,100.0,0
3,6.83,17.1,3.6,0,1,1,0,69.0,0
0,2.99,105.8,12.5,1,0,0,0,42.8,1
22,5.76,0.5,1.9,2,1,1,1,71.3,0
12,1.51,53.5,24.8,1,0,1,1,89.9,0
9,6.81,1.7,11.1,0,0,2,0,65.7,1
22,7.63,137.8,32.5,1,1,1,0,43.6,1
5,1.48,263.5,3.7,3,0,1,0,100.0,0
9,5.63,29.1,6.1,2,0,1,1,74.6,0
20,4.19,206.2,28.7,0,0,1,0,61.4,1
15,4.39,1.1,1.8,2,1,1,0,100.0,0
9,5.74,89.1,8.1,4,1,0,0,100.0,0
6,4.06,79.5,14.7,2,0,1,0,89.9,0
0,4.92,149.3,8.9,0,1,1,0,68.4,0
2,2.08,5.4,23.2,4,1,0,1,80.7,0
3,3.21,2.0,10.1,3,0,0,1,68.4,0
18,6.96,129.9,10.9,2,0,3,0,70.2,0
15,1.15,20.4,29.9,4,0,0,0,100.0,0
10,4.9,195.8,61.5,1,0,0,0,87.0,0
18,1.72,147.4,0.7,1,1,2,0,88.6,0
3,6.82,17.5,34.5,1,1,0,0,64.7,1
5,4.76,79.8,25.5,1,0,1,0,86.0,0
9,3.4,10.7,44.1,3,1,1,0,100.0,0
22,2.22,13.0,4.1,2,0,2,0,45.6,1
14,3.66,219.4,26.2,2,1,0,0,100.0,0
20,7.67,83.8,10.2,1,1,0,0,78.3,0
5,4.22,151.0,16.3,5,1,1,0,100.0,0
20,3.92,23.6,3.9,6,1,3,0,75.2,0
1,6.05,45.3,10.0,2,0,0,0,51.2,1
5,3.22,67.3,38.1,1,0,1,0,85.8,0
12,3.59,56.5,35.0,0,0,0,1,79.7,0
1,2.89,102.3,10.7,3,0,0,1,60.9,1
20,1.46,29.4,35.5,3,0,0,0,90.5,0
20,5.8,150.9,29.3,0,1,1,0,66.1,1
12,7.02,22.8,15.8,3,0,2,0,86.3,0
7,7.27,30.2,30.7,3,1,0,0,95.5,0
2,7.08,121.6,38.6,2,0,1,0,48.2,1
14,3.78,34.6,0.8,2,0,1,0,99.6,0
12,2.49,57.5,12.2,2,0,0,0,100.0,0
18,5.21,53.4,4.8,2,1,0,0,100.0,0
14,7.65,17.9,10.9,3,1,0,1,100.0,0
3,5.9,7.0,15.2,3,1,1,1,50.3,1
2,4.11,73.0,7.8,2,1,1,1,51.7,1
18,5.6,48.4,33.3,3,0,1,1,99.6,0
3,6.25,83.5,0.3,2,1,0,0,66.2,1
22,7.38,5.0,34.6,2,0,0,1,68.6,0
2,6.18,44.1,34.0,4,0,0,0,77.5,0
17,3.64,13.6,11.6,4,1,1,0,100.0,0
23,2.41,39.0,7.1,1,1,2,0,63.6,1
10,4.15,20.3,69.6,3,1,0,0,100.0,0
1,2.83,12.7,4.0,3,0,1,0,62.5,1
21,7.56,2.7,1.5,2,0,0,0,82.0,0
4,4.21,16.8,8.8,1,1,1,1,61.5,1
12,3.93,119.7,10.1,4,1,1,0,100.0,0
23,2.98,12.1,30.1,4,1,1,0,81.1,0
17,5.22,52.4,7.1,3,1,1,0,94.1,0
1,4.3,158.4,27.1,2,0,0,0,63.4,1
19,1.29,129.3,3.8,2,0,1,1,62.4,1
3,6.99,19.2,5.4,1,1,0,0,76.5,0
17,3.06,21.2,8.5,1,0,0,1,95.4,0
14,3.63,3.6,18.7,0,1,2,0,83.2,0
6,1.88,92.7,19.3,4,0,1,0,88.8,0
10,4.56,125.1,16.8,0,0,2,1,58.4,1
2,5.71,85.9,13.2,1,0,0,0,55.8,1
23,7.08,31.6,54.3,1,1,0,0,65.5,1
5,0.7,16.9,10.8,3,0,2,0,99.8,0
7,7.79,172.0,0.8,2,0,3,0,67.8,0
12,5.72,20.3,6.3,2,1,0,1,86.4,0
16,2.49,0.0,8.6,2,1,1,1,100.0,0
12,1.87,1.6,1.3,5,0,0,1,100.0,0
12,2.58,57.9,19.2,2,1,0,0,100.0,0
13,7.04,379.3,21.1,1,0,1,1,73.8,0
20,2.54,96.0,19.4,0,1,3,0,71.1,0
9,3.86,70.8,15.6,0,1,0,0,100.0,0
19,5.73,98.6,3.0,6,0,1,0,83.0,0
18,7.01,33.6,17.3,5,1,0,0,100.0,0
23,5.37,30.6,5.1,2,1,2,0,54.7,1
21,6.1,53.4,54.9,2,1,2,1,78.2,0
19,1.63,111.5,5.7,1,0,0,0,98.3,0
5,7.06,18.7,1.8,0,1,0,0,100.0,0
18,2.42,9.9,11.8,1,0,0,1,100.0,0
17,1.29,157.9,3.8,0,0,3,0,74.1,0
6,7.82,25.0,59.4,0,1,2,1,79.2,0
16,1.85,6.4,28.8,2,1,2,1,89.8,0
6,1.35,55.7,46.2,1,1,2,0,91.8,0
12,5.12,116.3,37.1,0,1,0,0,81.9,0
19,2.76,31.7,2.4,1,0,0,0,64.5,1
4,1.33,105.8,12.0,3,0,1,1,60.1,1
8,4.93,0.3,0.9,4,0,0,0,100.0,0
19,6.14,5.1,12.7,3,0,1,0,85.2,0
10,6.41,30.6,32.0,2,1,0,0,100.0,0
23,1.5,28.0,38.2,1,0,3,1,27.7,1
0,4.59,73.7,4.7,1,0,0,0,73.2,0
17,6.57,113.3,18.1,2,0,3,0,81.7,0
19,1.54,71.0,0.1,2,0,2,0,68.9,0
22,1.9,25.9,8.6,1,1,0,1,77.9,0
3,0.32,8.6,12.5,5,0,0,0,89.3,0
23,4.34,17.1,28.3,1,1,0,0,79.7,0
9,1.8,124.6,2.4,1,0,2,0,82.3,0
8,5.88,18.1,15.0,2,1,1,0,98.2,0
8,7.71,188.8,0.1,1,1,0,1,100.0,0
15,1.91,55.7,28.5,4,0,1,0,100.0,0
15,5.3,95.0,27.1,4,1,2,0,89.4,0
11,1.93,23.5,5.9,1,0,0,0,96.2,0
1,0.44,10.9,16.0,5,0,0,0,64.7,1
23,6.14,1.3,33.9,2,0,0,0,67.7,0
5,3.64,65.7,8.0,1,1,0,0,100.0,0
2,7.59,4.2,5.4,1,1,1,0,50.9,1
14,4.41,7.9,10.3,1,1,1,1,95.0,0
9,1.51,118.4,34.9,0,0,0,1,74.0,0
14,3.76,13.7,54.1,0,0,0,0,83.1,0
21,1.86,19.5,87.1,2,0,0,0,82.4,0
2,7.06,24.2,0.4,0,0,1,0,48.1,1
6,5.62,27.7,3.1,1,1,0,0,100.0,0
12,2.93,12.6,10.6,1,0,0,0,99.4,0
18,4.36,41.4,16.9,3,1,0,0,100.0,0
14,5.45,110.7,5.8,1,0,0,1,83.5,0
9,6.33,244.9,21.8,3,0,1,0,66.6,1
14,0.92,55.6,7.0,3,0,0,0,100.0,0
23,0.47,83.7,15.6,2,1,0,0,68.2,0
11,1.18,14.5,1.0,3,1,1,1,100.0,0
21,3.34,6.2,20.3,4,0,0,0,86.6,0
18,3.89,40.1,18.7,1,1,1,0,100.0,0
7,1.35,180.7,17.1,4,1,2,0,99.4,0
5,3.47,109.0,27.5,4,0,0,1,90.8,0
18,3.7,20.2,7.4,2,0,1,1,90.6,0
4,1.14,17.3,13.7,1,1,1,0,60.4,1
8,7.36,38.8,17.1,1,1,1,1,96.3,0
5,4.91,38.4,58.3,2,0,0,1,94.5,0
14,3.29,43.1,21.9,4,1,0,0,100.0,0
7,4.2,37.4,27.1,1,0,2,1,70.6,0
15,2.72,50.3,8.8,3,0,1,0,89.6,0
22,6.88,136.6,17.9,1,0,0,0,58.1,1
19,4.73,26.0,15.8,1,0,2,1,61.0,1
22,4.11,17.9,38.3,0,0,0,0,48.4,1
0,7.31,99.3,6.3,1,0,1,0,35.5,1
10,6.75,64.9,8.5,2,0,0,0,100.0,0
5,6.56,7.6,1.3,4,0,1,1,85.0,0
22,2.04,23.7,11.9,4,1,0,0,94.5,0
17,1.48,65.7,80.6,4,0,1,0,94.0,0
7,5.61,111.3,28.0,0,1,2,0,75.9,0
13,3.91,195.0,11.0,4,1,1,1,100.0,0
14,5.56,47.1,1.2,3,0,0,0,100.0,0
11,6.16,19.6,5.5,1,1,0,1,100.0,0
11,2.57,19.9,6.3,0,1,1,0,90.1,0
1,2.49,47.3,47.6,3,0,0,0,71.7,0
10,4.08,65.3,0.5,3,0,3,0,77.8,0
8,2.41,15.6,13.7,2,0,2,0,90.5,0
19,5.44,53.3,4.0,1,0,0,1,71.5,0
20,6.05,156.1,4.5,3,0,0,1,79.5,0
18,3.93,16.2,113.2,9,0,2,0,97.5,0
0,5.87,47.3,5.0,1,1,0,0,71.7,0
20,4.23,33.1,35.2,4,1,2,0,94.0,0
9,5.79,76.3,48.8,8,1,0,1,100.0,0
9,2.03,39.2,15.9,0,0,1,0,79.5,0
22,5.99,54.6,121.2,1,1,0,0,58.8,1
20,5.81,13.0,11.3,1,0,1,0,68.7,0
1,2.35,35.2,8.1,2,0,1,0,50.6,1
8,4.58,8.6,5.6,1,0,1,0,96.1,0
17,6.89,20.9,9.4,0,0,0,0,94.3,0
12,2.22,12.9,19.4,6,1,0,0,100.0,0
6,5.97,201.9,22.7,2,1,4,0,74.3,0
12,7.65,11.8,10.8,3,0,0,0,100.0,0
20,6.97,18.3,44.8,2,0,0,0,75.6,0
5,3.39,8.4,0.5,1,1,1,0,96.4,0
17,4.98,29.5,23.1,2,0,0,1,82.4,0
17,7.94,13.4,26.8,1,1,0,0,100.0,0
21,4.68,156.6,38.2,2,1,1,0,76.4,0
7,1.19,9.0,24.2,3,1,0,0,100.0,0
5,0.65,64.3,35.5,2,0,1,0,72.1,0
13,6.39,69.9,5.6,2,0,0,0,93.1,0
12,3.56,69.5,11.0,3,0,1,0,95.5,0
9,2.2,47.1,17.1,1,0,0,1,93.9,0
18,2.98,141.9,13.4,1,1,2,1,78.5,0
19,6.13,47.7,4.3,4,1,0,0,90.0,0
5,3.88,42.6,17.9,2,0,0,0,100.0,0
19,6.99,61.6,79.0,0,1,1,0,76.3,0
5,5.96,23.9,16.1,0,0,0,0,67.0,1
9,7.8,80.8,4.3,3,0,0,0,100.0,0
0,7.14,99.2,9.4,4,0,0,1,58.5,1
8,2.26,115.6,13.2,3,0,1,0,90.8,0
23,5.37,61.1,2.3,2,0,0,0,62.0,1
10,0.46,50.7,4.9,3,1,0,0,100.0,0
17,7.93,393.9,36.2,2,0,1,1,44.8,1
2,2.31,81.7,6.3,1,1,0,1,68.8,0
15,5.42,202.8,83.5,1,0,0,0,87.1,0
8,6.84,93.0,19.0,3,0,0,0,100.0,0
17,1.54,155.2,37.3,1,1,1,1,100.0,0
22,6.83,54.5,13.3,2,1,2,0,48.4,1
12,0.39,24.2,94.7,6,0,1,1,100.0,0
2,3.7,1.8,5.1,1,0,0,1,64.5,1
