hour,distance_km,route_deviation_m,unexpected_stop_s,nearby_safe_zone_count,nearby_police_or_hospital,community_reports_nearby,is_weekend,state,historical_crime_index,safety_score,high_risk
15,0.72,93.7,42.4,4,1,1,0,MAHARASHTRA,0.3375,100.0,0
7,1.6,91.0,4.4,5,0,1,1,UTTAR PRADESH,0.3015,97.4,0
23,5.15,2.2,27.7,4,1,2,0,PUNJAB,0.1003,83.3,0
7,1.0,25.1,14.0,8,0,0,0,MADHYA PRADESH,0.3,100.0,0
6,4.43,16.9,8.1,1,0,1,1,MAHARASHTRA,0.3375,75.9,0
17,5.02,48.0,1.2,3,0,1,0,MAHARASHTRA,0.3375,99.6,0
23,5.6,0.3,2.3,3,1,1,0,HARYANA,0.2359,67.3,0
20,1.27,137.2,87.1,2,1,0,0,GUJARAT,0.2592,78.7,0
4,3.84,130.8,28.4,0,0,1,1,GUJARAT,0.2592,38.9,1
19,3.87,125.8,14.3,2,1,0,0,MADHYA PRADESH,0.3,80.6,0
8,6.73,32.7,7.8,3,0,0,0,HARYANA,0.2359,91.7,0
5,3.91,26.5,21.1,1,0,0,0,UTTAR PRADESH,0.3015,100.0,0
22,3.43,38.2,72.5,4,1,0,0,KARNATAKA,0.2109,82.2,0
22,1.25,145.9,31.9,2,0,1,0,MAHARASHTRA,0.3375,39.8,1
8,5.65,21.0,0.7,2,0,1,0,MADHYA PRADESH,0.3,87.9,0
0,5.07,71.8,0.4,0,1,2,0,PUNJAB,0.1003,33.9,1
5,5.82,1.9,28.6,3,1,1,0,PUNJAB,0.1003,100.0,0
12,5.35,64.4,1.9,0,1,1,0,WEST BENGAL,1.0,80.7,0
1,7.04,31.2,7.0,2,0,0,0,MADHYA PRADESH,0.3,44.7,1
5,7.06,7.6,22.1,3,0,1,0,HARYANA,0.2359,80.5,0
3,2.67,56.5,1.8,2,1,0,0,PUNJAB,0.1003,80.6,0
22,1.7,120.3,16.2,1,0,0,0,GUJARAT,0.2592,61.1,0
8,7.43,125.8,6.0,2,1,0,0,RAJASTHAN,0.442,78.1,0
9,5.79,214.5,3.7,1,1,0,0,UTTAR PRADESH,0.3015,94.1,0
10,7.78,43.9,59.3,3,0,1,0,HARYANA,0.2359,97.5,0
0,4.13,132.6,8.4,6,1,1,1,KARNATAKA,0.2109,54.3,1
13,7.71,33.7,40.1,5,0,1,1,KARNATAKA,0.2109,100.0,0
21,1.24,110.5,0.1,1,0,2,1,TAMIL NADU,0.1505,66.6,0
19,4.85,92.7,15.8,4,0,1,1,MAHARASHTRA,0.3375,85.9,0
6,4.12,8.5,55.3,0,1,2,0,MAHARASHTRA,0.3375,57.9,1
0,0.32,196.0,48.1,2,0,1,1,GUJARAT,0.2592,46.2,1
18,1.79,70.6,15.8,2,0,2,1,UTTAR PRADESH,0.3015,89.5,0
20,1.48,1.7,46.6,3,0,2,1,TAMIL NADU,0.1505,60.0,0
22,0.77,3.5,5.4,1,0,0,0,KARNATAKA,0.2109,56.0,1
13,7.6,20.2,41.8,1,0,0,0,DELHI,0.2655,96.3,0
11,7.73,0.5,25.0,3,0,0,0,UTTAR PRADESH,0.3015,78.9,0
18,7.17,30.9,4.1,4,0,4,0,KARNATAKA,0.2109,88.5,0
16,7.91,16.2,31.7,2,0,1,0,RAJASTHAN,0.442,73.3,0
18,6.7,39.3,3.7,0,0,0,0,RAJASTHAN,0.442,66.1,0
6,7.48,56.8,4.5,2,1,1,0,MAHARASHTRA,0.3375,73.5,0
21,1.82,8.7,36.0,3,0,1,0,RAJASTHAN,0.442,65.1,0
0,2.28,22.1,9.5,3,0,0,0,KERALA,0.4749,70.1,0
2,6.94,2.5,20.2,1,0,2,0,HARYANA,0.2359,33.3,1
15,3.99,193.5,0.3,2,1,0,0,RAJASTHAN,0.442,100.0,0
13,5.82,74.5,21.4,4,1,1,1,DELHI,0.2655,84.8,0
13,4.63,35.3,16.3,0,0,1,0,WEST BENGAL,1.0,53.2,1
21,2.65,28.3,31.5,3,1,0,0,KARNATAKA,0.2109,81.9,0
20,2.49,33.1,6.3,3,0,2,0,HARYANA,0.2359,67.7,0
17,6.06,28.1,31.1,6,0,0,1,MADHYA PRADESH,0.3,100.0,0
3,4.4,51.7,30.2,3,1,0,0,RAJASTHAN,0.442,55.3,1
2,3.07,51.3,11.8,1,0,2,0,RAJASTHAN,0.442,43.0,1
3,5.05,3.6,14.8,5,1,0,1,WEST BENGAL,1.0,57.5,1
14,3.53,205.9,23.3,3,1,4,0,KERALA,0.4749,66.6,0
17,3.96,78.1,12.7,1,0,1,0,MADHYA PRADESH,0.3,69.3,0
19,5.52,50.4,7.7,2,0,1,1,MAHARASHTRA,0.3375,63.9,0
2,3.83,47.0,5.7,2,0,1,0,RAJASTHAN,0.442,43.9,1
6,7.61,82.2,22.4,1,0,1,0,HARYANA,0.2359,88.7,0
8,4.04,83.3,35.6,1,0,0,1,UTTAR PRADESH,0.3015,89.3,0
15,7.71,6.1,14.6,1,0,0,0,KARNATAKA,0.2109,92.9,0
1,6.83,36.1,16.1,0,1,1,0,TAMIL NADU,0.1505,46.4,1
20,7.16,27.2,37.9,3,0,0,1,UTTAR PRADESH,0.3015,78.5,0
1,6.18,46.6,41.3,4,0,3,0,RAJASTHAN,0.442,35.1,1
12,4.95,41.6,0.5,1,1,1,0,MAHARASHTRA,0.3375,75.7,0
22,4.4,54.2,10.6,2,0,2,0,UTTAR PRADESH,0.3015,36.0,1
4,4.55,68.4,51.9,1,1,1,0,TAMIL NADU,0.1505,58.1,1
16,1.85,58.2,58.7,0,1,2,1,GUJARAT,0.2592,68.3,0
13,1.95,57.3,41.7,3,0,0,1,UTTAR PRADESH,0.3015,100.0,0
19,0.56,93.4,15.0,0,0,0,0,WEST BENGAL,1.0,48.8,1
14,6.04,29.2,15.7,1,1,0,0,RAJASTHAN,0.442,92.7,0
20,1.26,31.3,4.2,1,1,0,1,UTTAR PRADESH,0.3015,79.6,0
9,4.78,87.5,11.5,3,1,0,0,KARNATAKA,0.2109,100.0,0
3,1.36,58.5,6.8,3,1,1,0,GUJARAT,0.2592,70.9,0
16,0.81,248.8,25.5,1,0,0,0,GUJARAT,0.2592,99.8,0
23,4.41,60.9,5.6,3,0,0,0,RAJASTHAN,0.442,71.0,0
10,7.02,7.9,4.4,3,1,2,0,MADHYA PRADESH,0.3,100.0,0
19,3.04,38.4,8.3,2,1,0,0,MAHARASHTRA,0.3375,77.1,0
21,7.38,14.0,63.0,2,0,2,0,PUNJAB,0.1003,46.7,1
15,0.38,45.8,18.7,2,1,1,0,TAMIL NADU,0.1505,100.0,0
18,3.89,69.5,31.8,3,1,1,0,KERALA,0.4749,86.4,0
13,1.43,4.8,15.4,1,0,1,0,UTTAR PRADESH,0.3015,87.4,0
19,2.73,26.5,20.7,3,1,0,1,MAHARASHTRA,0.3375,79.6,0
8,0.48,55.5,17.2,1,0,0,1,KARNATAKA,0.2109,74.7,0
12,0.57,210.1,7.4,3,1,0,1,MAHARASHTRA,0.3375,100.0,0
1,5.79,20.5,11.9,2,1,1,0,TAMIL NADU,0.1505,69.3,0
4,5.34,196.0,10.3,2,1,1,1,WEST BENGAL,1.0,49.1,1
13,1.9,94.5,30.8,2,0,0,0,PUNJAB,0.1003,87.1,0
17,7.24,0.0,26.2,4,1,2,0,UTTAR PRADESH,0.3015,89.2,0
0,5.6,73.5,64.4,2,0,0,0,KERALA,0.4749,58.5,1
1,2.89,2.2,13.0,7,1,1,0,MAHARASHTRA,0.3375,62.3,0
0,3.44,33.0,4.5,4,1,1,0,WEST BENGAL,1.0,64.6,0
12,2.55,5.7,37.4,3,0,0,1,WEST BENGAL,1.0,88.9,0
8,6.7,51.3,21.2,0,0,0,1,UTTAR PRADESH,0.3015,74.9,0
1,4.1,87.4,64.6,1,1,0,1,PUNJAB,0.1003,75.9,0
19,1.34,230.3,59.4,2,1,1,0,HARYANA,0.2359,80.8,0
12,1.85,61.0,4.1,1,1,0,0,PUNJAB,0.1003,99.5,0
0,2.58,9.1,7.1,0,0,0,0,PUNJAB,0.1003,74.4,0
16,3.4,25.8,1.1,3,1,0,1,TAMIL NADU,0.1505,100.0,0
21,4.86,2.0,21.2,0,0,1,0,MAHARASHTRA,0.3375,46.9,1
10,7.72,52.4,35.3,4,1,1,0,DELHI,0.2655,94.2,0
22,2.32,2.3,10.9,5,0,1,0,RAJASTHAN,0.442,60.4,0
10,2.83,60.4,13.9,2,1,2,0,GUJARAT,0.2592,82.1,0
1,0.48,54.4,50.1,2,1,0,0,WEST BENGAL,1.0,58.0,1
2,3.17,10.3,11.3,2,0,3,0,TAMIL NADU,0.1505,36.4,1
1,5.5,45.3,0.9,2,0,1,1,MAHARASHTRA,0.3375,39.7,1
7,7.72,26.3,71.0,1,0,0,1,MAHARASHTRA,0.3375,77.5,0
9,6.0,35.1,0.3,3,1,2,1,RAJASTHAN,0.442,74.1,0
10,1.21,95.5,79.7,1,0,1,1,MAHARASHTRA,0.3375,69.6,0
11,7.15,147.3,39.5,1,0,1,1,MAHARASHTRA,0.3375,77.4,0
20,6.76,1.5,6.7,4,1,0,1,UTTAR PRADESH,0.3015,99.4,0
0,1.76,137.4,0.9,2,1,2,1,UTTAR PRADESH,0.3015,54.3,1
21,7.49,40.7,20.0,4,1,1,0,MADHYA PRADESH,0.3,88.9,0
5,5.8,16.9,0.1,4,1,0,0,UTTAR PRADESH,0.3015,100.0,0
22,6.33,34.1,5.9,3,0,0,0,GUJARAT,0.2592,79.5,0
3,3.84,25.4,20.0,2,0,0,1,RAJASTHAN,0.442,43.6,1
2,1.85,29.6,17.3,3,1,0,0,MADHYA PRADESH,0.3,72.6,0
2,6.45,3.7,46.0,3,1,0,0,UTTAR PRADESH,0.3015,70.5,0
7,3.98,41.2,30.7,0,0,1,0,WEST BENGAL,1.0,55.3,1
22,7.75,40.8,12.0,3,0,1,0,MADHYA PRADESH,0.3,54.6,1
11,1.48,23.3,15.8,1,0,2,1,TAMIL NADU,0.1505,71.7,0
3,3.04,160.9,7.7,2,1,1,1,MAHARASHTRA,0.3375,49.6,1
15,5.96,88.1,11.0,2,1,0,1,WEST BENGAL,1.0,82.3,0
12,4.71,143.6,36.9,1,0,1,1,UTTAR PRADESH,0.3015,73.1,0
16,3.64,28.7,44.4,4,0,1,0,WEST BENGAL,1.0,68.8,0
17,5.7,183.3,13.1,3,1,1,0,MAHARASHTRA,0.3375,82.5,0
18,5.95,7.3,0.7,2,0,1,0,TAMIL NADU,0.1505,84.0,0
3,4.75,22.0,3.3,1,1,2,0,MAHARASHTRA,0.3375,44.7,1
11,2.76,25.2,16.1,5,1,2,0,GUJARAT,0.2592,88.1,0
15,5.06,8.0,1.7,2,0,3,1,MAHARASHTRA,0.3375,60.4,0
13,4.5,38.0,26.8,4,0,0,0,UTTAR PRADESH,0.3015,100.0,0
23,6.44,44.5,12.9,4,1,1,1,UTTAR PRADESH,0.3015,67.5,0
23,5.33,33.6,34.2,1,0,1,0,RAJASTHAN,0.442,33.9,1
19,4.13,13.6,2.9,4,1,0,1,WEST BENGAL,1.0,86.6,0
5,0.44,36.7,32.9,3,0,0,0,GUJARAT,0.2592,89.1,0
12,1.59,12.5,5.0,2,1,0,1,KARNATAKA,0.2109,98.0,0
19,2.89,127.9,2.8,5,0,1,0,MAHARASHTRA,0.3375,88.4,0
6,4.93,113.2,15.8,3,1,2,0,UTTAR PRADESH,0.3015,98.0,0
17,6.4,42.6,38.6,1,0,2,1,DELHI,0.2655,62.3,0
5,7.69,194.5,0.1,1,1,1,1,RAJASTHAN,0.442,94.1,0
3,4.92,19.9,75.6,3,0,2,0,MAHARASHTRA,0.3375,41.3,1
5,5.91,42.3,2.8,0,0,0,1,DELHI,0.2655,68.1,0
22,5.09,11.7,33.7,4,0,0,0,MAHARASHTRA,0.3375,77.5,0
23,3.61,72.8,12.2,2,0,2,0,RAJASTHAN,0.442,53.0,1
20,4.99,15.5,93.4,2,0,0,0,UTTAR PRADESH,0.3015,71.8,0
6,3.39,4.2,35.6,0,1,1,0,MADHYA PRADESH,0.3,94.1,0
18,3.79,50.2,9.7,4,0,0,0,UTTAR PRADESH,0.3015,100.0,0
5,7.31,139.7,28.9,4,1,0,0,TAMIL NADU,0.1505,93.3,0
3,4.64,30.9,14.8,4,0,1,1,MAHARASHTRA,0.3375,55.5,1
6,1.07,56.1,13.4,2,0,1,0,MAHARASHTRA,0.3375,83.6,0
3,4.33,98.0,12.9,1,0,0,1,UTTAR PRADESH,0.3015,39.2,1
15,7.64,20.7,24.5,2,1,1,0,GUJARAT,0.2592,100.0,0
16,1.07,136.4,41.6,4,1,1,0,MAHARASHTRA,0.3375,100.0,0
0,7.78,94.7,5.6,1,1,4,0,KARNATAKA,0.2109,21.1,1
2,7.9,35.2,8.2,1,1,1,0,MAHARASHTRA,0.3375,52.8,1
11,4.62,75.9,3.2,5,0,1,0,RAJASTHAN,0.442,80.7,0
2,2.86,53.8,17.0,2,0,0,0,MAHARASHTRA,0.3375,65.2,0
19,0.37,172.5,10.8,1,1,1,0,WEST BENGAL,1.0,63.8,0
9,0.42,95.8,13.4,1,0,2,1,WEST BENGAL,1.0,45.0,1
9,3.29,14.6,27.2,1,1,1,0,GUJARAT,0.2592,72.0,0
0,6.33,23.6,7.0,2,0,1,0,HARYANA,0.2359,62.4,0
16,7.56,7.1,4.7,0,0,0,0,GUJARAT,0.2592,69.3,0
17,1.49,19.6,1.2,2,0,1,0,MADHYA PRADESH,0.3,89.7,0
18,4.06,134.0,21.3,2,1,1,0,WEST BENGAL,1.0,64.8,0
12,4.16,25.6,75.8,1,1,0,1,TAMIL NADU,0.1505,97.0,0
6,3.23,85.3,30.2,0,1,0,0,UTTAR PRADESH,0.3015,89.4,0
1,4.46,39.0,22.7,3,0,1,0,GUJARAT,0.2592,38.8,1
7,7.42,107.9,15.2,3,0,1,0,DELHI,0.2655,63.4,0
13,3.68,0.6,18.5,4,1,2,0,UTTAR PRADESH,0.3015,91.4,0
2,1.36,43.8,13.6,0,1,1,0,HARYANA,0.2359,63.2,0
1,5.42,39.4,0.5,3,0,0,0,DELHI,0.2655,64.2,0
5,0.54,52.9,5.6,0,0,1,0,MAHARASHTRA,0.3375,100.0,0
1,7.54,1.0,35.4,1,0,1,1,HARYANA,0.2359,25.5,1
0,7.54,145.8,66.1,1,0,0,1,RAJASTHAN,0.442,32.2,1
11,1.01,51.5,53.2,5,0,0,0,RAJASTHAN,0.442,100.0,0
17,4.54,57.8,4.2,2,0,3,0,MAHARASHTRA,0.3375,67.2,0
11,6.44,35.0,78.5,3,1,2,0,MADHYA PRADESH,0.3,89.8,0
2,3.88,47.9,17.0,5,0,2,0,MAHARASHTRA,0.3375,42.3,1
8,3.99,17.5,3.6,1,0,1,1,KERALA,0.4749,77.3,0
0,7.77,28.7,15.3,2,1,0,0,UTTAR PRADESH,0.3015,62.2,0
14,2.07,9.5,17.2,5,0,0,0,UTTAR PRADESH,0.3015,100.0,0
5,4.35,17.7,9.7,3,0,0,0,TAMIL NADU,0.1505,100.0,0
9,1.19,165.6,8.9,5,1,0,0,RAJASTHAN,0.442,100.0,0
21,2.63,7.8,8.0,2,1,2,0,KARNATAKA,0.2109,72.1,0
14,6.85,130.8,0.2,3,0,0,0,MAHARASHTRA,0.3375,89.0,0
18,5.82,2.4,30.1,3,0,0,1,PUNJAB,0.1003,100.0,0
8,5.01,0.7,21.8,3,0,2,0,TAMIL NADU,0.1505,96.5,0
22,1.18,27.0,18.8,2,1,1,0,RAJASTHAN,0.442,59.7,0
17,6.85,69.8,10.5,0,0,0,1,RAJASTHAN,0.442,79.5,0
12,2.6,11.1,1.2,1,1,0,0,RAJASTHAN,0.442,100.0,0
13,4.42,25.7,27.4,1,1,1,0,KERALA,0.4749,63.2,0
14,2.1,56.3,12.0,3,1,3,0,TAMIL NADU,0.1505,87.0,0
3,4.31,82.1,1.9,3,0,1,0,MAHARASHTRA,0.3375,66.1,0
6,4.63,247.1,66.4,1,0,1,0,UTTAR PRADESH,0.3015,68.8,0
16,2.92,75.6,33.3,1,1,0,0,DELHI,0.2655,100.0,0
10,4.2,141.7,33.6,2,1,0,0,UTTAR PRADESH,0.3015,100.0,0
18,3.43,21.4,2.3,4,1,0,1,KARNATAKA,0.2109,100.0,0
12,5.67,1.3,18.5,1,0,0,0,KARNATAKA,0.2109,100.0,0
1,4.49,64.7,8.8,5,1,1,0,UTTAR PRADESH,0.3015,65.9,0
15,7.06,18.0,38.6,3,1,1,1,WEST BENGAL,1.0,70.6,0
14,0.68,41.6,4.9,2,0,0,0,UTTAR PRADESH,0.3015,100.0,0
8,0.51,109.6,30.1,3,1,2,0,MAHARASHTRA,0.3375,99.6,0
18,1.75,11.8,88.4,1,0,1,1,PUNJAB,0.1003,71.4,0
8,1.21,25.4,8.5,2,1,0,0,TAMIL NADU,0.1505,100.0,0
2,4.35,67.7,13.2,2,0,1,0,DELHI,0.2655,48.5,1
2,1.84,93.4,44.3,3,1,2,0,WEST BENGAL,1.0,37.5,1
21,0.42,7.2,25.6,0,1,0,1,UTTAR PRADESH,0.3015,69.2,0
9,2.48,36.3,27.0,3,0,0,0,KARNATAKA,0.2109,100.0,0
9,4.22,72.5,37.3,2,1,0,0,WEST BENGAL,1.0,76.1,0
7,5.8,86.5,6.7,2,1,0,1,UTTAR PRADESH,0.3015,97.6,0
17,3.68,7.2,43.4,1,0,1,1,MAHARASHTRA,0.3375,91.1,0
14,7.71,314.8,32.2,0,1,0,0,TAMIL NADU,0.1505,86.4,0
21,1.84,37.5,5.6,0,1,2,0,KARNATAKA,0.2109,60.0,0
21,4.26,24.1,25.9,1,1,1,0,UTTAR PRADESH,0.3015,68.8,0
23,2.25,20.1,15.3,1,0,0,0,DELHI,0.2655,64.2,0
7,6.51,1.7,16.0,3,0,1,0,MAHARASHTRA,0.3375,84.5,0
14,1.75,1.3,1.4,3,1,2,1,UTTAR PRADESH,0.3015,87.0,0
8,7.7,7.2,9.0,0,0,0,0,UTTAR PRADESH,0.3015,89.4,0
16,5.82,27.5,4.5,1,1,2,0,GUJARAT,0.2592,76.5,0
17,4.59,48.9,29.3,2,1,2,0,MAHARASHTRA,0.3375,69.5,0
6,4.4,36.1,20.1,5,0,1,1,WEST BENGAL,1.0,82.9,0
20,3.09,30.0,41.8,0,0,0,0,UTTAR PRADESH,0.3015,74.4,0
6,0.46,14.4,34.8,2,1,4,0,TAMIL NADU,0.1505,74.4,0
23,7.35,25.6,13.2,4,1,1,0,GUJARAT,0.2592,60.1,0
20,6.42,27.4,41.0,3,0,0,1,MAHARASHTRA,0.3375,69.1,0
0,1.34,37.0,5.7,1,1,2,0,KERALA,0.4749,41.0,1
9,1.24,22.8,11.8,2,0,2,0,RAJASTHAN,0.442,78.8,0
9,2.67,24.5,15.9,4,1,0,0,RAJASTHAN,0.442,100.0,0
19,6.18,9.0,36.3,1,1,0,0,MADHYA PRADESH,0.3,100.0,0
17,4.17,19.3,21.6,4,0,1,0,KARNATAKA,0.2109,93.4,0
1,5.34,14.4,5.1,2,0,0,0,UTTAR PRADESH,0.3015,47.1,1
20,0.35,9.8,9.9,2,0,1,0,MADHYA PRADESH,0.3,80.3,0
5,7.41,95.5,0.5,3,0,2,0,UTTAR PRADESH,0.3015,71.8,0
8,1.58,32.1,41.9,3,0,0,0,MADHYA PRADESH,0.3,100.0,0
4,2.76,58.2,27.5,4,1,0,0,TAMIL NADU,0.1505,70.4,0
3,7.59,46.4,19.9,0,1,1,0,PUNJAB,0.1003,37.1,1
12,5.94,38.5,12.5,1,0,1,0,WEST BENGAL,1.0,65.6,0
2,4.24,161.9,29.3,3,0,1,0,TAMIL NADU,0.1505,58.1,1
1,6.94,19.0,38.2,3,1,0,0,MADHYA PRADESH,0.3,72.1,0
18,0.77,5.6,6.0,2,1,1,0,UTTAR PRADESH,0.3015,95.9,0
8,0.89,8.2,48.0,4,0,0,0,UTTAR PRADESH,0.3015,100.0,0
15,1.49,76.9,13.4,1,0,2,0,PUNJAB,0.1003,85.8,0
23,2.34,55.5,20.2,3,0,1,0,UTTAR PRADESH,0.3015,67.4,0
1,5.76,28.3,9.8,0,1,0,1,GUJARAT,0.2592,61.4,0
19,4.4,7.4,21.7,3,1,2,0,UTTAR PRADESH,0.3015,65.0,0
2,3.58,39.5,156.9,4,0,0,1,GUJARAT,0.2592,46.0,1
18,6.33,6.9,14.4,2,0,1,0,UTTAR PRADESH,0.3015,83.8,0
7,2.74,23.5,2.2,0,0,0,1,PUNJAB,0.1003,89.4,0
3,0.96,8.7,5.4,2,0,1,0,TAMIL NADU,0.1505,54.9,1
5,3.36,7.1,18.8,5,0,1,0,RAJASTHAN,0.442,100.0,0
8,6.2,14.4,16.8,2,1,2,1,TAMIL NADU,0.1505,88.6,0
17,3.95,63.2,5.2,4,1,1,0,MADHYA PRADESH,0.3,100.0,0
16,7.82,29.0,1.7,4,1,2,0,MAHARASHTRA,0.3375,96.4,0
17,6.89,63.8,5.5,1,0,1,0,UTTAR PRADESH,0.3015,67.4,0
0,6.39,36.9,2.4,3,1,2,0,KARNATAKA,0.2109,62.1,0
23,6.25,169.9,3.0,5,0,3,1,KARNATAKA,0.2109,37.7,1
10,4.77,8.3,2.1,0,0,1,0,UTTAR PRADESH,0.3015,71.9,0
2,7.24,263.0,73.7,2,1,2,1,DELHI,0.2655,29.7,1
22,4.84,112.1,50.9,0,0,0,1,UTTAR PRADESH,0.3015,39.5,1
19,3.17,207.2,2.5,4,0,0,1,RAJASTHAN,0.442,96.6,0
1,1.81,4.3,41.2,5,0,0,0,MADHYA PRADESH,0.3,53.3,1
10,6.56,127.9,52.1,2,0,1,0,RAJASTHAN,0.442,57.3,1
21,3.16,22.2,13.8,2,0,0,1,UTTAR PRADESH,0.3015,84.3,0
16,6.39,39.6,82.8,3,1,2,1,WEST BENGAL,1.0,70.2,0
4,7.87,18.5,4.6,5,0,1,0,UTTAR PRADESH,0.3015,64.4,0
16,3.37,38.4,7.1,4,0,2,0,UTTAR PRADESH,0.3015,83.1,0
4,2.92,13.0,31.6,0,1,2,1,KARNATAKA,0.2109,27.8,1
8,1.61,1.4,17.9,0,0,0,1,MADHYA PRADESH,0.3,83.5,0
4,3.96,55.7,33.9,3,1,1,0,DELHI,0.2655,59.0,0
16,5.34,74.1,44.4,1,0,2,1,MADHYA PRADESH,0.3,58.1,1
22,2.71,41.7,1.9,3,1,2,1,WEST BENGAL,1.0,43.3,1
1,4.04,29.7,14.4,1,0,0,0,UTTAR PRADESH,0.3015,43.5,1
14,4.44,17.3,66.9,0,1,1,0,GUJARAT,0.2592,74.8,0
5,2.42,152.5,18.7,6,0,1,0,UTTAR PRADESH,0.3015,80.5,0
18,0.48,67.5,2.6,1,0,1,0,UTTAR PRADESH,0.3015,86.4,0
3,1.96,7.2,1.0,3,0,1,0,DELHI,0.2655,61.8,0
8,6.48,213.9,9.9,5,0,0,1,KARNATAKA,0.2109,100.0,0
4,2.44,49.8,6.5,1,0,0,0,MADHYA PRADESH,0.3,45.9,1
20,0.41,74.7,22.8,2,0,0,0,RAJASTHAN,0.442,73.0,0
1,3.57,55.0,19.2,3,0,0,0,RAJASTHAN,0.442,52.9,1
13,5.56,5.7,104.2,0,0,2,1,WEST BENGAL,1.0,44.7,1
2,6.09,100.3,7.9,3,1,1,1,KARNATAKA,0.2109,62.4,0
14,3.49,93.5,11.6,2,0,1,0,WEST BENGAL,1.0,74.4,0
18,4.7,11.1,5.3,6,0,0,0,RAJASTHAN,0.442,96.4,0
18,6.04,16.4,44.4,3,0,0,1,UTTAR PRADESH,0.3015,93.8,0
0,7.15,3.3,4.5,2,0,0,1,MADHYA PRADESH,0.3,61.3,0
18,5.23,30.2,33.0,2,1,1,0,TAMIL NADU,0.1505,98.8,0
7,5.62,8.0,20.9,0,0,1,1,RAJASTHAN,0.442,61.1,0
16,1.06,30.7,3.5,4,0,1,0,RAJASTHAN,0.442,100.0,0
23,3.54,18.1,11.5,3,1,0,1,UTTAR PRADESH,0.3015,74.4,0
2,7.14,17.5,28.7,1,1,2,1,RAJASTHAN,0.442,45.0,1
8,1.54,68.6,37.0,3,1,1,0,WEST BENGAL,1.0,81.4,0
20,2.69,93.3,14.9,1,0,3,0,RAJASTHAN,0.442,60.0,0
3,5.52,15.6,8.4,2,0,1,1,TAMIL NADU,0.1505,50.6,1
6,7.25,69.0,31.6,1,1,2,0,GUJARAT,0.2592,84.2,0
13,0.75,54.5,16.5,1,0,0,0,PUNJAB,0.1003,91.2,0
23,7.0,74.2,4.2,1,0,1,1,KERALA,0.4749,34.5,1
7,2.0,53.0,15.8,2,1,3,1,UTTAR PRADESH,0.3015,87.0,0
9,6.93,172.0,71.9,2,0,1,0,RAJASTHAN,0.442,64.6,0
19,7.15,112.4,23.0,1,0,1,0,UTTAR PRADESH,0.3015,72.1,0
2,6.27,47.9,9.0,1,1,0,1,KARNATAKA,0.2109,59.8,0
7,7.41,126.2,39.0,1,0,1,0,RAJASTHAN,0.442,76.3,0
7,7.7,33.7,15.9,1,0,2,0,MAHARASHTRA,0.3375,66.1,0
9,7.42,95.2,3.1,2,1,0,0,UTTAR PRADESH,0.3015,100.0,0
13,4.25,69.7,35.9,2,0,0,0,UTTAR PRADESH,0.3015,100.0,0
5,3.87,31.2,10.5,3,0,1,0,KARNATAKA,0.2109,79.1,0
9,1.11,113.9,28.1,1,0,0,1,TAMIL NADU,0.1505,85.4,0
22,1.96,239.8,9.2,1,0,0,0,WEST BENGAL,1.0,36.1,1
19,5.32,18.5,14.3,1,0,0,0,HARYANA,0.2359,80.3,0
22,1.28,118.6,5.3,1,0,1,0,RAJASTHAN,0.442,44.3,1
16,7.56,1.9,15.4,1,1,1,1,UTTAR PRADESH,0.3015,88.2,0
13,2.05,52.2,59.5,2,0,0,0,MAHARASHTRA,0.3375,81.3,0
5,0.98,83.9,38.9,2,0,1,1,TAMIL NADU,0.1505,54.7,1
3,2.11,70.9,15.1,0,1,0,0,MADHYA PRADESH,0.3,60.6,0
12,0.68,98.4,8.7,4,1,0,0,RAJASTHAN,0.442,100.0,0
9,1.58,38.4,13.8,2,1,0,1,KERALA,0.4749,100.0,0
18,4.83,29.0,27.9,1,0,0,0,UTTAR PRADESH,0.3015,77.8,0
0,2.53,1.2,5.7,2,0,0,0,MAHARASHTRA,0.3375,63.1,0
21,6.47,33.9,5.5,3,1,1,0,MADHYA PRADESH,0.3,86.5,0
4,3.42,3.8,52.2,6,0,0,0,KERALA,0.4749,67.1,0
9,5.8,43.0,20.4,3,0,0,0,TAMIL NADU,0.1505,88.8,0
8,5.75,123.1,16.6,1,0,1,0,KERALA,0.4749,83.5,0
22,1.35,70.4,57.6,2,0,0,1,UTTAR PRADESH,0.3015,50.8,1
17,0.74,103.1,1.2,1,0,1,0,MADHYA PRADESH,0.3,75.7,0
0,6.78,22.2,23.9,2,0,1,0,GUJARAT,0.2592,50.4,1
20,5.7,5.2,12.4,1,1,0,0,WEST BENGAL,1.0,72.5,0
16,1.65,9.1,5.3,0,1,0,0,MAHARASHTRA,0.3375,100.0,0
1,5.54,22.5,14.2,1,1,0,1,PUNJAB,0.1003,71.3,0
18,2.84,40.2,55.4,3,0,1,0,RAJASTHAN,0.442,76.6,0
0,0.74,23.1,8.8,1,1,1,0,MAHARASHTRA,0.3375,66.5,0
10,2.06,48.7,16.6,3,1,0,1,DELHI,0.2655,100.0,0
3,6.12,46.1,39.3,5,1,0,0,HARYANA,0.2359,76.4,0
0,3.31,78.4,80.6,2,0,3,1,PUNJAB,0.1003,33.8,1
13,4.5,73.9,85.5,5,0,2,1,HARYANA,0.2359,78.2,0
16,1.35,26.7,17.7,3,1,0,0,RAJASTHAN,0.442,100.0,0
11,1.01,29.9,0.9,0,1,0,0,KERALA,0.4749,97.0,0
