hour,distance_km,route_deviation_m,unexpected_stop_s,nearby_safe_zone_count,nearby_police_or_hospital,community_reports_nearby,is_weekend,state,historical_crime_index,safety_score,high_risk
2,3.61,32.7,0.6,4,0,1,0,MAHARASHTRA,0.5215,64.0,0
3,7.92,11.7,94.9,5,1,1,0,MADHYA PRADESH,0.5466,52.1,1
4,1.27,132.9,33.0,8,0,0,1,MADHYA PRADESH,0.5466,59.4,0
6,3.32,12.5,53.5,3,0,0,0,UTTAR PRADESH,0.7531,91.0,0
11,7.25,19.3,1.8,3,0,2,0,UTTAR PRADESH,0.7531,77.1,0
22,7.05,3.9,41.7,1,0,1,0,RAJASTHAN,0.6835,32.3,1
15,2.79,38.4,18.4,4,1,3,0,TAMIL NADU,0.2086,93.3,0
9,5.53,100.0,63.8,3,1,2,0,GUJARAT,0.3111,77.8,0
5,7.12,1.8,7.3,4,0,0,1,KARNATAKA,0.2845,100.0,0
15,6.2,3.0,38.2,1,0,3,0,UTTAR PRADESH,0.7531,59.6,0
6,5.14,57.5,28.0,3,0,0,1,UTTAR PRADESH,0.7531,72.0,0
23,1.47,8.9,42.7,1,1,4,1,WEST BENGAL,1.0,17.6,1
11,0.86,20.5,23.1,3,0,1,0,MADHYA PRADESH,0.5466,85.6,0
13,5.03,34.1,20.2,0,1,0,1,KERALA,0.3503,94.8,0
21,4.15,24.7,19.2,0,0,0,0,DELHI,0.1935,67.3,0
7,2.13,10.2,12.1,1,0,1,0,HARYANA,0.1936,88.4,0
11,2.55,1.2,28.5,1,1,1,0,DELHI,0.1935,88.3,0
12,3.32,88.3,6.6,5,1,1,0,PUNJAB,0.103,100.0,0
6,4.12,74.6,28.9,2,1,2,0,WEST BENGAL,1.0,77.2,0
1,3.3,64.9,7.7,2,0,1,1,RAJASTHAN,0.6835,46.3,1
6,3.28,6.6,58.5,4,1,2,1,RAJASTHAN,0.6835,77.1,0
2,1.19,5.2,43.7,2,0,1,0,MAHARASHTRA,0.5215,57.1,0
16,6.97,7.2,4.4,1,1,0,0,UTTAR PRADESH,0.7531,72.5,0
0,4.99,199.3,17.1,0,0,2,0,UTTAR PRADESH,0.7531,28.3,1
7,1.42,7.5,3.5,3,0,0,0,KERALA,0.3503,100.0,0
21,3.56,73.7,17.1,3,1,0,0,UTTAR PRADESH,0.7531,72.1,0
13,3.51,51.2,2.5,3,1,3,0,PUNJAB,0.103,83.7,0
16,4.92,169.3,2.7,3,1,0,0,KARNATAKA,0.2845,100.0,0
16,4.99,140.5,50.8,2,0,1,0,TAMIL NADU,0.2086,68.2,0
7,5.27,18.8,6.4,4,1,0,1,TAMIL NADU,0.2086,100.0,0
15,5.67,24.9,7.4,3,1,1,0,MAHARASHTRA,0.5215,95.7,0
5,1.1,46.6,28.6,3,0,2,0,TAMIL NADU,0.2086,98.4,0
15,2.65,261.1,2.1,2,1,1,1,UTTAR PRADESH,0.7531,67.7,0
16,0.43,324.8,15.0,2,0,0,0,KERALA,0.3503,80.5,0
21,3.8,14.9,14.3,0,1,0,0,UTTAR PRADESH,0.7531,68.0,0
22,3.61,17.5,1.4,0,0,4,0,UTTAR PRADESH,0.7531,13.1,1
0,5.95,192.7,28.2,2,0,0,1,KARNATAKA,0.2845,46.8,1
7,1.59,54.5,33.2,2,0,1,0,TAMIL NADU,0.2086,86.6,0
13,5.16,5.2,11.8,2,1,0,0,MAHARASHTRA,0.5215,96.4,0
7,2.66,35.1,25.2,2,1,1,1,TAMIL NADU,0.2086,93.5,0
14,3.24,3.4,43.9,5,1,0,0,UTTAR PRADESH,0.7531,100.0,0
20,5.84,95.8,27.6,3,0,0,1,TAMIL NADU,0.2086,97.6,0
6,0.85,10.2,24.8,2,0,1,0,UTTAR PRADESH,0.7531,60.1,0
21,2.94,102.6,6.0,3,1,0,0,UTTAR PRADESH,0.7531,89.1,0
21,3.31,145.7,14.7,2,0,1,1,UTTAR PRADESH,0.7531,56.0,1
21,5.81,87.0,12.5,1,0,0,0,MAHARASHTRA,0.5215,57.0,0
1,1.83,77.1,4.0,1,0,0,1,MAHARASHTRA,0.5215,46.9,1
7,7.6,24.8,14.4,1,0,1,0,WEST BENGAL,1.0,75.7,0
2,7.98,71.3,10.7,2,0,0,0,UTTAR PRADESH,0.7531,56.2,0
2,6.61,56.4,13.3,1,0,0,0,UTTAR PRADESH,0.7531,34.2,1
1,2.61,89.5,4.6,5,0,1,0,WEST BENGAL,1.0,42.5,1
10,5.41,0.7,41.9,3,0,1,0,RAJASTHAN,0.6835,82.6,0
2,0.94,50.6,46.5,3,1,1,0,TAMIL NADU,0.2086,67.8,0
7,7.01,4.2,36.1,1,1,1,1,KERALA,0.3503,82.8,0
23,4.27,44.9,2.3,2,0,1,1,MAHARASHTRA,0.5215,41.2,1
21,1.66,25.9,21.9,2,1,0,1,HARYANA,0.1936,88.1,0
22,2.82,25.5,4.0,2,0,2,1,RAJASTHAN,0.6835,36.7,1
0,6.47,61.5,2.9,1,1,1,0,RAJASTHAN,0.6835,39.2,1
15,7.0,26.6,33.0,2,0,2,1,KARNATAKA,0.2845,63.6,0
15,4.3,78.6,2.4,3,1,0,1,KARNATAKA,0.2845,96.4,0
3,4.0,60.5,5.6,2,0,0,1,DELHI,0.1935,52.1,1
21,6.08,6.7,1.5,0,0,2,0,RAJASTHAN,0.6835,38.6,1
9,6.66,52.2,43.5,2,1,2,1,GUJARAT,0.3111,80.5,0
23,6.19,4.7,8.9,5,1,0,1,MAHARASHTRA,0.5215,74.3,0
2,3.26,50.2,51.3,3,1,1,0,UTTAR PRADESH,0.7531,59.9,0
15,5.24,58.3,18.2,2,1,0,1,UTTAR PRADESH,0.7531,86.5,0
3,6.9,110.9,18.8,2,1,1,0,PUNJAB,0.103,65.9,0
22,1.47,26.1,24.7,3,1,1,0,RAJASTHAN,0.6835,54.9,1
14,3.29,26.1,8.7,2,0,1,0,GUJARAT,0.3111,75.6,0
1,0.74,82.1,58.4,1,1,1,0,TAMIL NADU,0.2086,57.4,0
5,3.45,63.8,16.1,3,1,0,0,KARNATAKA,0.2845,100.0,0
8,6.25,123.1,17.4,5,0,0,0,KARNATAKA,0.2845,95.4,0
0,1.82,42.1,2.3,2,0,0,0,DELHI,0.1935,56.4,0
0,4.47,17.0,82.6,2,1,0,0,UTTAR PRADESH,0.7531,61.2,0
22,0.58,15.6,8.5,1,0,1,0,RAJASTHAN,0.6835,42.9,1
23,7.21,21.5,3.9,2,1,1,0,MADHYA PRADESH,0.5466,51.0,1
12,6.61,122.8,14.9,1,0,0,0,MAHARASHTRA,0.5215,80.9,0
21,4.34,80.8,26.5,4,0,1,1,RAJASTHAN,0.6835,59.7,0
15,5.73,25.8,3.6,0,0,0,0,UTTAR PRADESH,0.7531,90.0,0
0,1.1,110.3,39.8,3,0,0,0,MAHARASHTRA,0.5215,54.4,1
17,6.81,11.4,16.6,5,0,0,0,RAJASTHAN,0.6835,79.0,0
0,5.81,157.9,52.0,1,1,1,0,RAJASTHAN,0.6835,33.3,1
19,1.22,6.6,1.8,3,0,0,1,HARYANA,0.1936,88.5,0
8,7.85,130.2,26.5,1,1,0,1,UTTAR PRADESH,0.7531,90.0,0
3,0.47,17.3,8.2,2,1,0,0,PUNJAB,0.103,82.9,0
6,5.14,82.0,56.4,0,0,1,0,PUNJAB,0.103,71.8,0
16,1.62,5.9,14.4,4,1,0,0,RAJASTHAN,0.6835,100.0,0
20,5.84,23.4,15.4,3,1,3,0,KARNATAKA,0.2845,76.6,0
13,0.84,11.7,16.7,1,1,1,0,MADHYA PRADESH,0.5466,87.9,0
3,0.92,140.3,25.3,1,0,1,1,TAMIL NADU,0.2086,52.3,1
21,3.89,13.2,23.8,5,1,0,0,RAJASTHAN,0.6835,99.0,0
18,7.95,28.7,17.7,0,1,1,1,UTTAR PRADESH,0.7531,62.7,0
9,2.43,5.1,6.2,2,1,0,0,RAJASTHAN,0.6835,100.0,0
13,5.02,45.2,27.2,2,0,1,0,MADHYA PRADESH,0.5466,82.7,0
23,4.29,292.6,5.8,2,1,1,0,PUNJAB,0.103,64.3,0
9,6.78,22.6,41.4,1,0,0,0,TAMIL NADU,0.2086,93.5,0
0,2.52,274.3,17.8,2,0,0,0,KARNATAKA,0.2845,57.1,0
3,4.57,56.4,2.9,4,0,0,0,PUNJAB,0.103,64.0,0
14,7.62,24.8,38.5,1,0,0,0,TAMIL NADU,0.2086,87.5,0
23,2.86,77.1,35.3,0,1,2,0,RAJASTHAN,0.6835,22.7,1
17,3.68,2.9,4.7,0,1,0,0,DELHI,0.1935,100.0,0
14,7.14,87.3,11.3,1,1,2,1,MAHARASHTRA,0.5215,57.5,0
7,2.86,47.9,21.6,2,1,1,0,RAJASTHAN,0.6835,88.2,0
10,3.23,33.4,47.1,1,0,2,1,WEST BENGAL,1.0,53.9,1
0,2.64,74.8,32.9,1,1,0,1,KERALA,0.3503,62.5,0
8,6.53,24.2,136.4,1,0,0,0,UTTAR PRADESH,0.7531,46.9,1
14,7.46,72.8,9.1,1,1,0,0,WEST BENGAL,1.0,84.6,0
21,5.16,122.2,47.8,5,1,2,1,UTTAR PRADESH,0.7531,44.7,1
22,5.1,11.2,4.9,1,0,0,0,RAJASTHAN,0.6835,40.2,1
19,3.3,28.5,9.9,4,0,0,1,RAJASTHAN,0.6835,88.0,0
0,0.4,88.3,8.1,5,1,2,1,KARNATAKA,0.2845,72.7,0
19,1.64,6.7,1.6,1,0,0,0,DELHI,0.1935,81.6,0
5,1.44,15.7,11.8,4,1,0,0,RAJASTHAN,0.6835,100.0,0
14,1.19,29.3,31.0,0,0,1,0,UTTAR PRADESH,0.7531,72.8,0
22,5.34,17.5,18.3,5,1,1,0,UTTAR PRADESH,0.7531,66.6,0
21,1.35,36.3,24.5,4,1,1,0,RAJASTHAN,0.6835,68.9,0
15,0.96,82.9,33.3,2,0,0,0,MADHYA PRADESH,0.5466,87.3,0
7,3.25,93.7,7.4,2,1,1,0,TAMIL NADU,0.2086,91.9,0
12,2.22,194.5,29.7,3,0,1,0,TAMIL NADU,0.2086,84.4,0
16,1.42,25.7,40.2,0,0,0,0,MAHARASHTRA,0.5215,82.1,0
12,1.43,16.0,56.6,0,1,0,0,MADHYA PRADESH,0.5466,71.5,0
9,2.27,12.3,5.0,3,0,0,0,RAJASTHAN,0.6835,88.2,0
9,4.43,29.2,40.6,3,0,0,0,UTTAR PRADESH,0.7531,61.9,0
14,6.14,33.4,54.7,4,1,2,0,KERALA,0.3503,80.0,0
0,6.87,122.9,19.3,2,1,0,0,KARNATAKA,0.2845,69.1,0
23,6.09,31.2,17.1,2,1,2,0,KERALA,0.3503,37.1,1
2,5.14,8.6,4.5,2,1,1,1,HARYANA,0.1936,61.5,0
23,7.29,18.4,25.5,1,1,2,0,TAMIL NADU,0.2086,32.8,1
0,4.3,0.8,27.4,4,0,2,0,KERALA,0.3503,54.9,1
12,5.18,82.7,9.7,3,1,0,0,MAHARASHTRA,0.5215,100.0,0
10,3.47,15.4,31.3,2,1,0,1,RAJASTHAN,0.6835,91.7,0
13,2.82,0.8,13.9,2,0,1,0,RAJASTHAN,0.6835,66.2,0
10,2.85,14.5,14.6,1,0,1,0,RAJASTHAN,0.6835,80.4,0
21,1.44,47.4,17.7,3,0,1,0,RAJASTHAN,0.6835,63.6,0
0,6.43,26.8,8.3,0,0,2,0,MAHARASHTRA,0.5215,33.1,1
23,0.73,56.8,37.6,1,0,0,0,KARNATAKA,0.2845,49.0,1
16,5.5,33.9,2.6,1,0,1,0,GUJARAT,0.3111,83.3,0
18,6.96,25.7,12.2,3,1,0,0,MADHYA PRADESH,0.5466,97.5,0
3,4.13,47.8,10.2,3,0,0,0,UTTAR PRADESH,0.7531,56.7,0
1,0.84,91.9,48.9,1,1,1,1,KARNATAKA,0.2845,59.7,0
9,3.6,6.2,42.8,5,0,0,1,MAHARASHTRA,0.5215,100.0,0
7,2.94,24.5,0.9,4,1,0,1,RAJASTHAN,0.6835,100.0,0
18,7.89,11.9,4.3,3,0,1,0,UTTAR PRADESH,0.7531,80.1,0
21,5.62,113.1,46.8,3,1,0,1,MAHARASHTRA,0.5215,74.3,0
10,5.85,25.1,5.8,6,0,0,0,UTTAR PRADESH,0.7531,78.2,0
18,4.27,53.1,2.3,3,1,0,0,GUJARAT,0.3111,100.0,0
1,5.76,20.5,4.4,3,0,3,1,KARNATAKA,0.2845,39.4,1
17,5.86,11.0,43.4,0,0,0,0,TAMIL NADU,0.2086,96.2,0
2,0.81,10.5,3.8,1,1,0,0,RAJASTHAN,0.6835,55.6,1
16,2.01,43.6,15.3,3,1,4,0,GUJARAT,0.3111,74.6,0
9,0.4,17.3,3.3,0,0,0,0,TAMIL NADU,0.2086,89.9,0
9,4.23,40.8,10.4,4,0,1,1,UTTAR PRADESH,0.7531,76.8,0
6,7.04,66.6,44.5,2,0,0,1,TAMIL NADU,0.2086,89.4,0
9,4.99,31.8,46.4,2,1,1,0,WEST BENGAL,1.0,63.6,0
20,4.15,18.2,3.7,1,0,0,0,MAHARASHTRA,0.5215,79.5,0
19,7.43,48.0,3.7,1,1,1,0,RAJASTHAN,0.6835,70.0,0
8,1.63,16.9,10.1,5,1,0,0,WEST BENGAL,1.0,100.0,0
7,0.87,87.3,10.9,1,0,1,1,RAJASTHAN,0.6835,72.7,0
12,7.36,14.9,21.6,5,0,0,0,UTTAR PRADESH,0.7531,100.0,0
16,7.25,54.0,16.0,3,1,0,0,RAJASTHAN,0.6835,100.0,0
4,5.56,77.1,0.1,2,0,1,0,KERALA,0.3503,58.3,0
17,2.19,358.4,71.0,2,1,1,0,UTTAR PRADESH,0.7531,78.2,0
22,7.77,36.0,7.8,1,1,0,0,MAHARASHTRA,0.5215,72.9,0
20,6.19,115.1,4.6,3,0,1,0,UTTAR PRADESH,0.7531,56.8,0
13,5.49,21.9,3.5,2,0,1,0,HARYANA,0.1936,94.7,0
7,2.02,0.8,14.3,1,0,3,0,MADHYA PRADESH,0.5466,46.8,1
7,4.25,1.5,8.6,3,0,0,0,KERALA,0.3503,89.9,0
17,6.63,35.9,5.0,4,1,2,0,UTTAR PRADESH,0.7531,81.0,0
10,6.92,43.0,38.0,1,1,0,0,RAJASTHAN,0.6835,80.9,0
2,4.62,32.1,8.7,3,0,1,1,MADHYA PRADESH,0.5466,38.7,1
16,4.33,18.4,1.7,0,0,1,0,MAHARASHTRA,0.5215,77.9,0
3,5.67,52.0,33.4,2,1,0,0,GUJARAT,0.3111,67.3,0
23,4.37,8.9,12.0,3,1,1,0,HARYANA,0.1936,58.4,0
10,3.52,134.7,9.8,1,0,3,0,WEST BENGAL,1.0,34.3,1
8,0.96,12.7,18.7,1,0,1,0,PUNJAB,0.103,96.5,0
1,1.27,139.1,0.7,5,1,0,0,MADHYA PRADESH,0.5466,56.2,0
4,6.15,69.1,0.7,2,0,0,0,UTTAR PRADESH,0.7531,59.4,0
22,0.49,40.2,15.5,2,0,0,0,WEST BENGAL,1.0,69.1,0
12,0.7,2.2,27.4,3,1,0,0,RAJASTHAN,0.6835,88.2,0
21,7.27,65.4,0.7,1,1,0,1,GUJARAT,0.3111,72.9,0
22,5.72,60.9,5.6,4,0,0,0,RAJASTHAN,0.6835,55.5,1
1,0.33,4.4,43.5,0,0,3,0,UTTAR PRADESH,0.7531,10.9,1
9,2.7,169.0,42.5,5,1,0,1,MADHYA PRADESH,0.5466,100.0,0
20,6.18,31.4,21.3,1,0,1,0,RAJASTHAN,0.6835,71.2,0
11,3.52,0.8,23.1,2,0,0,1,RAJASTHAN,0.6835,87.8,0
12,3.91,46.4,75.7,2,0,2,0,TAMIL NADU,0.2086,78.8,0
13,3.83,64.3,3.5,2,1,1,0,RAJASTHAN,0.6835,95.4,0
16,1.86,111.7,19.1,0,1,1,0,WEST BENGAL,1.0,76.1,0
22,5.85,88.2,17.6,2,1,1,1,MAHARASHTRA,0.5215,53.8,1
21,1.09,62.4,5.1,1,0,0,0,UTTAR PRADESH,0.7531,73.4,0
15,4.21,21.1,17.3,2,0,2,0,UTTAR PRADESH,0.7531,62.7,0
13,1.61,0.5,24.6,2,1,1,0,KARNATAKA,0.2845,93.7,0
8,0.66,19.0,4.2,1,0,1,0,KERALA,0.3503,82.7,0
2,1.4,25.9,3.7,3,1,0,0,RAJASTHAN,0.6835,92.8,0
17,6.99,26.5,51.2,2,0,2,0,PUNJAB,0.103,83.6,0
0,1.66,68.5,5.6,0,0,2,1,MADHYA PRADESH,0.5466,36.8,1
16,2.44,236.4,15.2,0,1,1,0,TAMIL NADU,0.2086,72.0,0
11,1.36,15.5,2.3,2,1,0,0,KARNATAKA,0.2845,100.0,0
18,5.96,419.7,12.4,4,1,2,0,KARNATAKA,0.2845,93.8,0
22,3.73,129.0,23.1,2,1,0,0,GUJARAT,0.3111,59.4,0
13,7.57,7.5,3.7,2,0,0,0,WEST BENGAL,1.0,76.6,0
13,5.42,121.4,2.2,1,1,0,1,WEST BENGAL,1.0,54.8,1
11,4.39,22.6,25.2,1,0,0,0,UTTAR PRADESH,0.7531,91.6,0
8,5.36,70.3,31.6,4,0,0,1,RAJASTHAN,0.6835,88.1,0
2,0.61,60.0,19.1,0,1,1,0,TAMIL NADU,0.2086,67.0,0
0,7.62,139.4,50.9,3,1,2,0,RAJASTHAN,0.6835,46.5,1
17,7.66,94.3,14.5,3,1,2,1,UTTAR PRADESH,0.7531,78.9,0
21,2.43,41.2,21.9,0,0,0,1,RAJASTHAN,0.6835,71.5,0
1,5.14,33.5,6.2,3,0,3,0,UTTAR PRADESH,0.7531,24.7,1
7,1.85,20.8,4.4,1,1,1,0,TAMIL NADU,0.2086,96.4,0
14,4.52,36.7,30.3,6,1,1,1,MADHYA PRADESH,0.5466,96.8,0
16,6.24,61.4,9.8,3,0,1,0,MAHARASHTRA,0.5215,69.4,0
17,7.54,12.4,2.7,1,1,0,0,RAJASTHAN,0.6835,85.2,0
16,2.91,6.7,7.9,1,1,1,0,MAHARASHTRA,0.5215,81.6,0
2,5.64,44.6,9.3,1,1,0,0,MAHARASHTRA,0.5215,57.7,0
6,5.82,151.4,24.2,1,1,0,0,KARNATAKA,0.2845,89.9,0
11,2.0,28.8,49.3,1,0,1,0,MADHYA PRADESH,0.5466,67.0,0
1,5.14,36.2,2.2,2,0,3,0,WEST BENGAL,1.0,27.5,1
8,5.35,7.6,79.9,1,1,3,0,WEST BENGAL,1.0,57.5,0
9,6.18,20.4,65.8,3,1,1,0,PUNJAB,0.103,96.4,0
23,8.0,82.3,9.2,1,0,0,0,KARNATAKA,0.2845,51.3,1
7,0.61,145.2,31.6,2,1,1,0,WEST BENGAL,1.0,90.6,0
23,1.86,35.2,16.3,1,0,1,0,WEST BENGAL,1.0,27.1,1
16,1.42,3.2,4.5,5,0,0,1,RAJASTHAN,0.6835,86.8,0
16,1.49,10.2,10.7,4,0,0,0,KERALA,0.3503,92.9,0
19,3.8,4.1,3.2,5,1,1,0,UTTAR PRADESH,0.7531,91.7,0
20,7.06,45.7,11.3,5,0,2,0,UTTAR PRADESH,0.7531,53.0,1
5,3.76,200.0,14.9,2,1,0,0,PUNJAB,0.103,100.0,0
10,5.45,28.5,0.9,4,0,0,0,KARNATAKA,0.2845,100.0,0
12,3.2,56.4,46.6,3,0,0,1,RAJASTHAN,0.6835,74.1,0
23,2.76,3.0,12.3,2,0,0,0,RAJASTHAN,0.6835,42.4,1
0,6.72,28.9,17.9,2,1,1,0,RAJASTHAN,0.6835,53.3,1
11,5.35,35.4,21.7,6,0,0,1,MADHYA PRADESH,0.5466,100.0,0
5,3.0,27.6,38.2,4,0,2,0,RAJASTHAN,0.6835,61.6,0
4,7.34,2.0,8.6,2,1,2,0,KERALA,0.3503,50.4,1
18,4.14,72.8,37.1,2,0,0,0,KERALA,0.3503,100.0,0
4,1.75,192.4,9.0,3,0,0,0,WEST BENGAL,1.0,41.5,1
19,4.02,56.9,26.9,1,0,1,0,MADHYA PRADESH,0.5466,66.8,0
23,5.5,42.7,1.5,4,1,1,0,UTTAR PRADESH,0.7531,60.6,0
18,3.13,18.4,36.3,1,0,2,0,RAJASTHAN,0.6835,58.1,0
4,6.8,87.2,14.0,4,1,1,0,KARNATAKA,0.2845,80.7,0
3,4.41,57.0,3.7,3,0,3,0,RAJASTHAN,0.6835,21.2,1
10,3.9,102.4,75.0,2,0,1,0,RAJASTHAN,0.6835,82.6,0
13,6.91,91.3,19.1,5,1,0,1,UTTAR PRADESH,0.7531,100.0,0
18,3.86,86.5,10.9,3,0,3,0,RAJASTHAN,0.6835,58.1,0
10,3.49,10.8,11.1,3,0,0,0,MAHARASHTRA,0.5215,100.0,0
4,1.1,133.3,5.9,2,1,0,1,KARNATAKA,0.2845,78.6,0
23,3.09,25.4,9.6,3,1,0,0,GUJARAT,0.3111,72.6,0
21,3.36,16.8,10.0,2,0,1,0,MADHYA PRADESH,0.5466,62.7,0
15,1.69,129.1,1.3,2,0,0,1,DELHI,0.1935,95.0,0
16,4.83,22.7,22.5,2,1,0,0,MAHARASHTRA,0.5215,92.4,0
22,1.41,25.8,0.5,2,0,0,1,DELHI,0.1935,27.7,1
11,2.02,92.6,7.2,3,1,0,1,WEST BENGAL,1.0,100.0,0
3,4.62,7.3,17.3,3,1,0,1,UTTAR PRADESH,0.7531,81.3,0
14,2.37,116.9,37.6,3,0,1,0,KERALA,0.3503,74.5,0
10,5.23,12.3,4.5,0,1,0,0,UTTAR PRADESH,0.7531,96.9,0
19,5.62,78.5,27.5,5,0,1,0,RAJASTHAN,0.6835,66.5,0
18,2.62,49.0,40.7,5,1,0,1,UTTAR PRADESH,0.7531,96.5,0
11,0.97,11.0,48.2,0,1,1,1,MAHARASHTRA,0.5215,81.2,0
8,4.07,45.3,74.6,2,0,5,1,MAHARASHTRA,0.5215,48.1,1
10,1.02,50.8,2.9,2,1,0,1,WEST BENGAL,1.0,74.1,0
15,4.27,79.8,0.2,3,0,1,0,HARYANA,0.1936,95.9,0
15,5.89,188.0,55.9,1,0,1,0,UTTAR PRADESH,0.7531,47.7,1
12,5.08,71.5,7.4,2,0,0,0,WEST BENGAL,1.0,88.2,0
12,3.75,6.8,97.2,0,0,1,1,MAHARASHTRA,0.5215,60.5,0
23,7.58,41.0,24.5,4,0,0,1,GUJARAT,0.3111,56.1,0
6,1.08,19.9,63.9,2,1,0,0,UTTAR PRADESH,0.7531,94.7,0
4,7.08,125.3,17.8,3,0,2,0,RAJASTHAN,0.6835,21.7,1
19,6.46,18.1,42.6,2,1,1,1,WEST BENGAL,1.0,57.6,0
22,3.53,109.9,8.6,5,0,1,0,TAMIL NADU,0.2086,60.1,0
14,1.48,21.9,22.8,2,0,0,0,GUJARAT,0.3111,100.0,0
9,1.5,18.1,27.0,0,1,0,0,MADHYA PRADESH,0.5466,100.0,0
8,7.4,77.1,0.5,2,0,1,0,GUJARAT,0.3111,90.2,0
11,2.1,94.6,5.7,2,1,0,0,MAHARASHTRA,0.5215,100.0,0
1,7.03,23.8,78.5,3,0,1,0,RAJASTHAN,0.6835,50.0,1
12,4.18,49.9,36.8,2,1,3,0,RAJASTHAN,0.6835,49.1,1
6,3.86,15.7,9.1,1,1,0,0,RAJASTHAN,0.6835,95.7,0
6,5.07,99.8,4.8,2,0,0,1,UTTAR PRADESH,0.7531,78.0,0
13,1.96,59.2,1.4,0,0,3,1,WEST BENGAL,1.0,53.5,1
23,3.6,26.6,18.5,2,0,0,0,MAHARASHTRA,0.5215,37.2,1
4,7.53,95.1,0.4,0,0,0,1,MADHYA PRADESH,0.5466,41.4,1
21,2.13,104.0,0.1,4,0,0,0,WEST BENGAL,1.0,78.6,0
12,7.4,8.2,30.4,4,0,0,0,TAMIL NADU,0.2086,100.0,0
23,7.96,52.7,5.8,2,0,1,1,TAMIL NADU,0.2086,48.7,1
9,0.7,50.8,3.1,1,1,1,1,UTTAR PRADESH,0.7531,85.0,0
23,4.39,15.2,7.2,2,0,1,0,MAHARASHTRA,0.5215,59.2,0
15,1.62,62.7,6.4,1,1,1,0,MADHYA PRADESH,0.5466,80.2,0
16,5.09,23.9,6.6,2,0,0,0,MADHYA PRADESH,0.5466,98.4,0
13,7.92,105.4,1.4,1,0,1,0,UTTAR PRADESH,0.7531,58.8,0
10,7.21,71.7,2.4,4,0,1,0,MAHARASHTRA,0.5215,96.4,0
12,7.42,122.7,11.4,3,0,1,0,TAMIL NADU,0.2086,83.0,0
20,1.94,57.0,11.5,3,0,2,1,TAMIL NADU,0.2086,76.1,0
19,4.48,103.0,7.0,3,1,0,0,RAJASTHAN,0.6835,89.4,0
0,2.11,7.2,63.5,2,0,1,0,MAHARASHTRA,0.5215,41.1,1
16,7.23,17.6,59.1,3,1,0,1,HARYANA,0.1936,90.5,0
20,1.77,33.3,3.9,2,1,0,0,RAJASTHAN,0.6835,68.8,0
17,1.49,1.0,42.0,0,1,2,0,DELHI,0.1935,79.1,0
11,0.39,210.2,39.5,2,0,0,0,UTTAR PRADESH,0.7531,79.3,0
8,1.7,53.0,27.7,0,0,0,0,WEST BENGAL,1.0,80.2,0
16,1.76,119.9,45.1,3,0,1,0,MAHARASHTRA,0.5215,97.0,0
15,0.9,6.8,12.9,2,1,0,1,RAJASTHAN,0.6835,92.0,0
8,6.98,29.9,14.6,2,1,0,0,HARYANA,0.1936,100.0,0
9,6.31,127.7,38.1,3,1,0,1,WEST BENGAL,1.0,81.1,0
8,2.26,23.3,28.6,1,1,1,0,KERALA,0.3503,94.9,0
1,6.33,8.7,5.9,2,0,1,0,UTTAR PRADESH,0.7531,46.5,1
0,3.55,57.0,1.6,7,1,1,0,DELHI,0.1935,70.0,0
1,6.27,39.7,5.6,0,1,0,1,KERALA,0.3503,40.4,1
10,2.79,11.1,0.5,3,0,2,0,MADHYA PRADESH,0.5466,88.9,0
12,4.65,104.9,15.9,1,0,1,1,UTTAR PRADESH,0.7531,81.2,0
9,3.24,67.6,18.7,2,0,1,0,TAMIL NADU,0.2086,88.4,0
22,1.75,247.4,26.5,4,1,2,0,MADHYA PRADESH,0.5466,54.2,1
5,4.81,19.2,4.9,2,0,1,0,KERALA,0.3503,73.7,0
9,6.08,91.0,46.2,4,1,1,1,MAHARASHTRA,0.5215,83.2,0
5,6.1,114.8,47.8,1,0,1,0,UTTAR PRADESH,0.7531,45.5,1
7,3.04,101.4,9.6,1,0,1,0,RAJASTHAN,0.6835,61.8,0
14,4.29,54.1,51.7,4,1,1,0,TAMIL NADU,0.2086,99.8,0
7,6.18,107.3,18.3,3,1,1,0,PUNJAB,0.103,96.2,0
7,0.72,34.5,43.0,2,1,3,1,RAJASTHAN,0.6835,63.6,0
16,0.85,30.9,35.4,0,1,0,0,KARNATAKA,0.2845,100.0,0
19,3.2,19.6,0.1,0,1,1,0,KERALA,0.3503,70.7,0
5,2.02,73.6,14.2,2,1,5,0,RAJASTHAN,0.6835,54.1,1
2,3.18,341.2,9.8,1,1,1,0,RAJASTHAN,0.6835,43.4,1
5,1.02,51.8,5.0,2,1,2,0,TAMIL NADU,0.2086,93.9,0
13,4.86,30.1,2.1,1,1,0,0,TAMIL NADU,0.2086,96.3,0
23,5.47,2.2,69.8,0,1,1,0,RAJASTHAN,0.6835,26.0,1
3,6.4,26.8,15.2,2,1,1,0,GUJARAT,0.3111,64.8,0
1,5.31,19.5,7.7,7,0,0,0,WEST BENGAL,1.0,54.0,1
12,3.35,105.6,41.1,2,1,1,0,HARYANA,0.1936,93.4,0
23,7.5,52.8,3.1,3,1,1,0,HARYANA,0.1936,66.8,0
13,5.89,9.6,63.1,4,0,3,0,GUJARAT,0.3111,86.2,0
22,4.36,60.1,8.7,4,1,1,0,WEST BENGAL,1.0,59.3,0
15,1.89,50.1,0.8,1,1,1,0,UTTAR PRADESH,0.7531,95.1,0
